time,latitude,longitude,sst
UTC,degrees_north,degrees_east,
1981-09-01T00:00:00Z,11.375,72.625,27.76
1981-09-01T00:00:00Z,11.375,72.875,27.74
1981-09-01T00:00:00Z,11.375,73.125,27.63
1981-09-01T00:00:00Z,11.375,73.375,27.5
1981-09-01T00:00:00Z,11.375,73.625,27.31
1981-09-01T00:00:00Z,11.375,73.875,27.15
1981-09-01T00:00:00Z,11.375,74.125,27.029999
1981-09-01T00:00:00Z,11.375,74.375,26.68
1981-09-01T00:00:00Z,11.375,74.625,26.369999
1981-09-01T00:00:00Z,11.375,74.875,25.949999
1981-09-01T00:00:00Z,11.375,75.125,25.91
1981-09-01T00:00:00Z,11.375,75.375,25.68
1981-09-01T00:00:00Z,11.375,75.625,25.65
1981-09-01T00:00:00Z,11.375,75.875,NaN
1981-09-01T00:00:00Z,11.375,76.125,NaN
1981-09-01T00:00:00Z,11.375,76.375,NaN
1981-09-01T00:00:00Z,11.375,76.625,NaN
1981-09-01T00:00:00Z,11.375,76.875,NaN
1981-09-01T00:00:00Z,11.375,77.125,NaN
1981-09-01T00:00:00Z,11.375,77.375,NaN
1981-09-01T00:00:00Z,11.375,77.625,NaN
1981-09-01T00:00:00Z,11.375,77.875,NaN
1981-09-01T00:00:00Z,11.375,78.125,NaN
1981-09-01T00:00:00Z,11.625,72.125,28.0
1981-09-01T00:00:00Z,11.625,72.375,28.01
1981-09-01T00:00:00Z,11.625,72.625,27.88
1981-09-01T00:00:00Z,11.625,72.875,27.83
1981-09-01T00:00:00Z,11.625,73.125,27.74
1981-09-01T00:00:00Z,11.625,73.375,27.609999
1981-09-01T00:00:00Z,11.625,73.625,27.449999
1981-09-01T00:00:00Z,11.625,73.875,27.359999
1981-09-01T00:00:00Z,11.625,74.125,27.019999
1981-09-01T00:00:00Z,11.625,74.375,26.57
1981-09-01T00:00:00Z,11.625,74.625,26.25
1981-09-01T00:00:00Z,11.625,74.875,25.98
1981-09-01T00:00:00Z,11.625,75.125,25.82
1981-09-01T00:00:00Z,11.625,75.375,25.65
1981-09-01T00:00:00Z,11.625,75.625,25.72
1981-09-01T00:00:00Z,11.625,75.875,NaN
1981-09-01T00:00:00Z,11.625,76.125,NaN
1981-09-01T00:00:00Z,11.625,76.375,NaN
1981-09-01T00:00:00Z,11.625,76.625,NaN
1981-09-01T00:00:00Z,11.625,76.875,NaN
1981-09-01T00:00:00Z,11.625,77.125,NaN
1981-09-01T00:00:00Z,11.625,77.375,NaN
1981-09-01T00:00:00Z,11.625,77.625,NaN
1981-09-01T00:00:00Z,11.625,77.875,NaN
1981-09-01T00:00:00Z,11.625,78.125,NaN
1981-09-01T00:00:00Z,11.875,72.125,28.0
1981-09-01T00:00:00Z,11.875,72.375,28.0
