time,LEV,latitude,longitude,sst
UTC,millibar,degrees_north,degrees_east,
2020-01-01T00:00:00Z,0.0,9.625,73.625,29.07
2020-01-01T00:00:00Z,0.0,9.625,73.875,29.17
2020-01-01T00:00:00Z,0.0,9.625,74.125,29.24
2020-01-01T00:00:00Z,0.0,9.625,74.375,29.269999
2020-01-01T00:00:00Z,0.0,9.625,74.625,29.279999
2020-01-01T00:00:00Z,0.0,9.625,74.875,29.24
2020-01-01T00:00:00Z,0.0,9.625,75.125,29.08
2020-01-01T00:00:00Z,0.0,9.625,75.375,28.83
2020-01-01T00:00:00Z,0.0,9.625,75.625,28.599998
2020-01-01T00:00:00Z,0.0,9.625,75.875,28.48
2020-01-01T00:00:00Z,0.0,9.625,76.125,28.41
2020-01-01T00:00:00Z,0.0,9.625,76.375,NaN
2020-01-01T00:00:00Z,0.0,9.625,76.625,NaN
2020-01-01T00:00:00Z,0.0,9.625,76.875,NaN
2020-01-01T00:00:00Z,0.0,9.625,77.125,NaN
2020-01-01T00:00:00Z,0.0,9.625,77.375,NaN
2020-01-01T00:00:00Z,0.0,9.625,77.625,NaN
2020-01-01T00:00:00Z,0.0,9.625,77.875,NaN
2020-01-01T00:00:00Z,0.0,9.625,78.125,NaN
2020-01-01T00:00:00Z,0.0,9.875,72.125,29.039999
2020-01-01T00:00:00Z,0.0,9.875,72.375,29.019999
2020-01-01T00:00:00Z,0.0,9.875,72.625,28.93
2020-01-01T00:00:00Z,0.0,9.875,72.875,28.83
2020-01-01T00:00:00Z,0.0,9.875,73.125,28.81
2020-01-01T00:00:00Z,0.0,9.875,73.375,28.869999
2020-01-01T00:00:00Z,0.0,9.875,73.625,29.019999
2020-01-01T00:00:00Z,0.0,9.875,73.875,29.14
2020-01-01T00:00:00Z,0.0,9.875,74.125,29.23
2020-01-01T00:00:00Z,0.0,9.875,74.375,29.269999
2020-01-01T00:00:00Z,0.0,9.875,74.625,29.289999
2020-01-01T00:00:00Z,0.0,9.875,74.875,29.24
2020-01-01T00:00:00Z,0.0,9.875,75.125,29.099998
2020-01-01T00:00:00Z,0.0,9.875,75.375,28.91
2020-01-01T00:00:00Z,0.0,9.875,75.625,28.71
2020-01-01T00:00:00Z,0.0,9.875,75.875,28.619999
2020-01-01T00:00:00Z,0.0,9.875,76.125,28.599998
2020-01-01T00:00:00Z,0.0,9.875,76.375,NaN
2020-01-01T00:00:00Z,0.0,9.875,76.625,NaN
2020-01-01T00:00:00Z,0.0,9.875,76.875,NaN
2020-01-01T00:00:00Z,0.0,9.875,77.125,NaN
2020-01-01T00:00:00Z,0.0,9.875,77.375,NaN
2020-01-01T00:00:00Z,0.0,9.875,77.625,NaN
2020-01-01T00:00:00Z,0.0,9.875,77.875,NaN
2020-01-01T00:00:00Z,0.0,9.875,78.125,NaN
2020-01-01T00:00:00Z,0.0,10.125,72.125,29.13
2020-01-01T00:00:00Z,0.0,10.125,72.375,29.199999
2020-01-01T00:00:00Z,0.0,10.125,72.625,29.13
2020-01-01T00:00:00Z,0.0,10.125,72.875,29.039999
2020-01-01T00:00:00Z,0.0,10.125,73.125,28.93
2020-01-01T00:00:00Z,0.0,10.125,73.375,28.98
2020-01-01T00:00:00Z,0.0,10.125,73.625,29.09
2020-01-01T00:00:00Z,0.0,10.125,73.875,29.21
2020-01-01T00:00:00Z,0.0,10.125,74.125,29.33
2020-01-01T00:00:00Z,0.0,10.125,74.375,29.359999
2020-01-01T00:00:00Z,0.0,10.125,74.625,29.349998
2020-01-01T00:00:00Z,0.0,10.125,74.875,29.31
2020-01-01T00:00:00Z,0.0,10.125,75.125,29.15
2020-01-01T00:00:00Z,0.0,10.125,75.375,29.0
2020-01-01T00:00:00Z,0.0,10.125,75.625,28.859999
2020-01-01T00:00:00Z,0.0,10.125,75.875,28.81
2020-01-01T00:00:00Z,0.0,10.125,76.125,28.849998
2020-01-01T00:00:00Z,0.0,10.125,76.375,NaN
2020-01-01T00:00:00Z,0.0,10.125,76.625,NaN
2020-01-01T00:00:00Z,0.0,10.125,76.875,NaN
2020-01-01T00:00:00Z,0.0,10.125,77.125,NaN
2020-01-01T00:00:00Z,0.0,10.125,77.375,NaN
2020-01-01T00:00:00Z,0.0,10.125,77.625,NaN
2020-01-01T00:00:00Z,0.0,10.125,77.875,NaN
2020-01-01T00:00:00Z,0.0,10.125,78.125,NaN
2020-01-01T00:00:00Z,0.0,10.375,72.125,29.16
2020-01-01T00:00:00Z,0.0,10.375,72.375,29.39
2020-01-01T00:00:00Z,0.0,10.375,72.625,29.34
2020-01-01T00:00:00Z,0.0,10.375,72.875,29.24
2020-01-01T00:00:00Z,0.0,10.375,73.125,29.109999
2020-01-01T00:00:00Z,0.0,10.375,73.375,29.09
2020-01-01T00:00:00Z,0.0,10.375,73.625,29.199999
2020-01-01T00:00:00Z,0.0,10.375,73.875,29.32
2020-01-01T00:00:00Z,0.0,10.375,74.125,29.439999
2020-01-01T00:00:00Z,0.0,10.375,74.375,29.429998
2020-01-01T00:00:00Z,0.0,10.375,74.625,29.38
2020-01-01T00:00:00Z,0.0,10.375,74.875,29.31
2020-01-01T00:00:00Z,0.0,10.375,75.125,29.17
2020-01-01T00:00:00Z,0.0,10.375,75.375,29.029999
2020-01-01T00:00:00Z,0.0,10.375,75.625,28.949999
2020-01-01T00:00:00Z,0.0,10.375,75.875,28.939999
2020-01-01T00:00:00Z,0.0,10.375,76.125,28.99
2020-01-01T00:00:00Z,0.0,10.375,76.375,NaN
2020-01-01T00:00:00Z,0.0,10.375,76.625,NaN
2020-01-01T00:00:00Z,0.0,10.375,76.875,NaN
2020-01-01T00:00:00Z,0.0,10.375,77.125,NaN
2020-01-01T00:00:00Z,0.0,10.375,77.375,NaN
2020-01-01T00:00:00Z,0.0,10.375,77.625,NaN
2020-01-01T00:00:00Z,0.0,10.375,77.875,NaN
2020-01-01T00:00:00Z,0.0,10.375,78.125,NaN
2020-01-01T00:00:00Z,0.0,10.625,72.125,29.15
2020-01-01T00:00:00Z,0.0,10.625,72.375,29.38
2020-01-01T00:00:00Z,0.0,10.625,72.625,29.39
2020-01-01T00:00:00Z,0.0,10.625,72.875,29.289999
2020-01-01T00:00:00Z,0.0,10.625,73.125,29.17
2020-01-01T00:00:00Z,0.0,10.625,73.375,29.17
2020-01-01T00:00:00Z,0.0,10.625,73.625,29.25
